File,Journal No,Journal Date,Account,Amount_Debit,Amount_Credit,Description,Currency Code,Exchange Rate
RFX,MM89719,13/4/2025,InstantCash,,323.13,RFX30CUCTVVL5LL,USD,4.4600223
RFX,MM89733,9/4/2025,InstantCash,,552.84,RFX30CV7I6V8LVE,USD,4.4707229
RFX,MM89735,8/4/2025,InstantCash,,247.13,RFX30CV9BN86QWM,USD,4.4510958
RFX,MM89743,6/4/2025,InstantCash,,326.12,RFX30CVHR8715NX,USD,4.4324334
RFX,MM89753,4/4/2025,InstantCash,,323.96,RFX30CVVRDD44ZM,USD,4.4317859
RFX,MM89765,7/4/2025,InstantCash,,495.97,RFX30CX2L0WNNLM,USD,4.4340335
RFX,MM89779,5/4/2025,InstantCash,,452.07,RFX30CXOEMMCYJK,USD,4.4317859
RFX,MM89813,16/4/2025,InstantCash,,204.23,RFX30CZB85WD1YU,USD,4.4289896
RFX,MM89831,16/4/2025,InstantCash,,448.37,RFX30CZX55RF9YS,USD,4.4289896
RFX,MM89855,9/4/2025,InstantCash,,1140.97,RFX30D0RPG3UA7E,USD,4.4707229
RFX,MM89857,8/4/2025,InstantCash,,276.33,RFX30D0T6V1I6GA,USD,4.4510958
RFX,MM89861,4/4/2025,InstantCash,,478.2,RFX30D0Y3CP9FZ1,USD,4.4317859
RFX,MM89867,14/4/2025,InstantCash,,537.38,RFX30D1BFWUAIW1,USD,4.4471928
RFX,MM89869,8/4/2025,InstantCash,,233.26,RFX30D1BVTDS39M,USD,4.4510958
RFX,MM89879,13/4/2025,InstantCash,,404.59,RFX30D1YJGFUZ0D,USD,4.4600223
RFX,MM89915,17/4/2025,InstantCash,,412.35,RFX30D3IOPFPEHM,USD,4.4240063
RFX,MM89923,30/4/2025,InstantCash,,239.18,RFX30D3WQ4RFW7P,USD,4.3429503
RFX,MM89927,16/4/2025,InstantCash,,1223.14,RFX30D43Y8LZ21D,USD,4.4289896
RFX,MM89939,2/4/2025,InstantCash,,337.5,RFX30D4QUZDU5HY,USD,4.4310425
RFX,MM89943,11/4/2025,InstantCash,,334.14,RFX30D57R3OUUJ4,USD,4.4600223
RFX,MM89967,3/4/2025,InstantCash,,413.85,RFX30D6E4KD812Z,USD,4.4332058
RFX,MM89969,3/4/2025,InstantCash,,1031.93,RFX30D6NGDQI3R8,USD,4.4332058
RFX,MM89977,5/4/2025,InstantCash,,472.31,RFX30D72JXEVKAG,USD,4.4317859
RFX,MM89989,19/4/2025,InstantCash,,234.38,RFX30D7HI861V9Z,USD,4.4271778
RFX,MM89997,9/4/2025,InstantCash,,329.49,RFX30D7QADZB67J,USD,4.4707229
RFX,MM90001,30/4/2025,InstantCash,,229.98,RFX30D7X0G5UWJA,USD,4.3429503
RFX,MM90003,16/4/2025,InstantCash,,380.73,RFX30D82N9FTM19,USD,4.4289896
RFX,MM90007,13/4/2025,InstantCash,,83.02,RFX30D8525XYKSB,USD,4.4600223
RFX,MM90021,13/4/2025,InstantCash,,448.79,RFX30D93HN3Q3S0,USD,4.4600223
RFX,MM90035,2/4/2025,InstantCash,,562.5,RFX30D9MDDHWMT7,USD,4.4310425
RFX,MM90041,5/4/2025,InstantCash,,269.89,RFX30D9TY4S95Z5,USD,4.4317859
RFX,MM90047,3/4/2025,InstantCash,,357.62,RFX30DA3KUA32CG,USD,4.4332058
RFX,MM90057,3/4/2025,InstantCash,,811.73,RFX30DAU4KQ01PH,USD,4.4332058
RFX,MM90059,19/4/2025,InstantCash,,380.43,RFX30DB2TEMYEX0,USD,4.4271778
RFX,MM90075,10/4/2025,InstantCash,,243.92,RFX30DC8KS78CR6,USD,4.4671047
RFX,MM90077,6/4/2025,InstantCash,,445.4,RFX30DCHQDAWHJA,USD,4.4324334
RFX,MM90079,19/4/2025,InstantCash,,450.74,RFX30DCOC950F35,USD,4.4271778
RFX,MM90083,23/4/2025,InstantCash,,268.05,RFX30DCP49E886U,USD,4.4091429
RFX,MM90089,29/4/2025,InstantCash,,432.34,RFX30DCUU3XEN53,USD,4.3677542
RFX,MM90105,4/4/2025,InstantCash,,336.52,RFX30DDEI94F3RW,USD,4.4317859
RFX,MM90111,5/4/2025,InstantCash,,284.51,RFX30DDSXF1MQOO,USD,4.4317859
RFX,MM90115,21/4/2025,InstantCash,,473.22,RFX30DDUXCUJR3H,USD,4.4166072
RFX,MM90127,22/4/2025,InstantCash,,333.89,RFX30DEOFE1ZPID,USD,4.4134697
RFX,MM90139,25/4/2025,InstantCash,,110.5,RFX30DFI5FG1BF2,USD,4.3893019
RFX,MM90157,11/4/2025,InstantCash,,365.56,RFX30DGQIAEHQIV,USD,4.4600223
RFX,MM90161,2/4/2025,InstantCash,,650.25,RFX30DGZLK7MTIB,USD,4.4310425
RFX,MM90181,15/4/2025,InstantCash,,489.87,RFX30DIATYQ1LQJ,USD,4.4438887
RFX,MM90185,12/4/2025,InstantCash,,111.79,RFX30DIIXVM3CAP,USD,4.4600223
RFX,MM90193,29/4/2025,InstantCash,,489.23,RFX30DIXZCDVQSH,USD,4.3677542
RFX,MM90207,6/4/2025,InstantCash,,562.27,RFX30DJPUJH391V,USD,4.4324334
RFX,MM90227,6/4/2025,InstantCash,,368.85,RFX30DKNJCAR2FW,USD,4.4324334
RFX,MM90231,12/4/2025,InstantCash,,64.83,RFX30DKOSL51SV3,USD,4.4600223
RFX,MM90235,11/4/2025,InstantCash,,827.57,RFX30DKZDQ4G2JD,USD,4.4600223
RFX,MM90237,19/4/2025,InstantCash,,338.06,RFX30DKZF9HSLXY,USD,4.4271778
RFX,MM90241,25/4/2025,InstantCash,,814.79,RFX30DL7KI8PFUN,USD,4.3893019
RFX,MM90261,6/4/2025,InstantCash,,199.87,RFX30DLVMHRII0G,USD,4.4324334
RFX,MM90275,19/4/2025,InstantCash,,676.12,RFX30DMKL375V7E,USD,4.4271778
RFX,MM90287,5/4/2025,InstantCash,,629.74,RFX30DNR8BSLJ1L,USD,4.4317859
RFX,MM90291,12/4/2025,InstantCash,,522.06,RFX30DNU3DKEZUR,USD,4.4600223
RFX,MM90293,13/4/2025,InstantCash,,321.95,RFX30DNWIL6DKSR,USD,4.4600223
RFX,MM90303,8/4/2025,InstantCash,,427.42,RFX30DO64NBKMVD,USD,4.4510958
RFX,MM90305,26/4/2025,InstantCash,,219.54,RFX30DOF7WY2FBC,USD,4.3893019
RFX,MM90325,4/4/2025,InstantCash,,473.7,RFX30DQ0CW09ZPC,USD,4.4317859
RFX,MM90327,18/4/2025,InstantCash,,446.8,RFX30DQ3DNTIMGW,USD,4.4271778
RFX,MM90333,16/4/2025,InstantCash,,559.24,RFX30DQECDMDTEM,USD,4.4289896
RFX,MM90337,12/4/2025,InstantCash,,415.42,RFX30DQFE6YZSJQ,USD,4.4600223
RFX,MM90339,8/4/2025,InstantCash,,258.37,RFX30DQG4PVHAAH,USD,4.4510958
RFX,MM90347,17/4/2025,InstantCash,,977,RFX30DQX7QDEV06,USD,4.4240063
RFX,MM90353,12/4/2025,InstantCash,,444.48,RFX30DRGHLG8E6D,USD,4.4600223
RFX,MM90367,9/4/2025,InstantCash,,375.93,RFX30DRZXIU4XKJ,USD,4.4707229
RFX,MM90375,6/4/2025,InstantCash,,335.12,RFX30DSN114Z4VI,USD,4.4324334
RFX,MM90381,14/4/2025,InstantCash,,333.74,RFX30DSU4T2IIHC,USD,4.4471928
RFX,MM90389,6/4/2025,InstantCash,,407.08,RFX30DT5WA97H52,USD,4.4324334
RFX,MM90393,6/4/2025,InstantCash,,109.33,RFX30DTEKR4B42J,USD,4.4324334
RFX,MM90401,10/4/2025,InstantCash,,354.47,RFX30DTX1BGMGH8,USD,4.4671047
RFX,MM90407,17/4/2025,InstantCash,,414.23,RFX30DU6PQSJY1V,USD,4.4240063
RFX,MM90411,12/4/2025,InstantCash,,424.8,RFX30DUEPLFHVHN,USD,4.4600223
RFX,MM90413,5/4/2025,InstantCash,,560.48,RFX30DUKPI2BGDK,USD,4.4317859
RFX,MM90425,11/4/2025,InstantCash,,333.53,RFX30DVCNWF2EWT,USD,4.4600223
RFX,MM90437,8/4/2025,InstantCash,,332.28,RFX30DVPVKSCJP6,USD,4.4510958
RFX,MM90439,10/4/2025,InstantCash,,276.93,RFX30DVQ9P7ZJM2,USD,4.4671047
RFX,MM90441,16/4/2025,InstantCash,,404.63,RFX30DVTX4QTOYM,USD,4.4289896
RFX,MM90447,7/4/2025,InstantCash,,1622.55,RFX30DVXLF8AIXP,USD,4.4340335
RFX,MM90449,16/4/2025,InstantCash,,408.01,RFX30DWA7NFYI9L,USD,4.4289896
RFX,MM90457,15/4/2025,InstantCash,,446.73,RFX30DWOXATASY1,USD,4.4438887
RFX,MM90467,5/4/2025,InstantCash,,337.36,RFX30DX7W4S5P8E,USD,4.4317859
RFX,MM90473,17/4/2025,InstantCash,,2446.21,RFX30DXFTSZV1VS,USD,4.4240063
RFX,MM90491,16/4/2025,InstantCash,,336.27,RFX30DYDTBNHJKP,USD,4.4289896
RFX,MM90497,21/4/2025,InstantCash,,81.1,RFX30DYGKLM7US3,USD,4.4166072
RFX,MM90515,6/4/2025,InstantCash,,402.59,RFX30DZDYVIDQ8D,USD,4.4324334
RFX,MM90529,16/4/2025,InstantCash,,337.57,RFX30E08049H1VX,USD,4.4289896
RFX,MM90531,2/4/2025,InstantCash,,292.5,RFX30E0CTU0FPRB,USD,4.4310425
RFX,MM90539,4/4/2025,InstantCash,,334.51,RFX30E158OHHTOO,USD,4.4317859
RFX,MM90547,20/4/2025,InstantCash,,583.72,RFX30E1X5U01JVX,USD,4.4271778
RFX,MM90563,10/4/2025,InstantCash,,325.67,RFX30E2G8CMSW2L,USD,4.4671047
RFX,MM90565,3/4/2025,InstantCash,,402.6,RFX30E2GCMA6K0O,USD,4.4332058
RFX,MM90567,6/4/2025,InstantCash,,243.76,RFX30E2L2CPO7XM,USD,4.4324334
RFX,MM90569,18/4/2025,InstantCash,,992.72,RFX30E2WAB4PUF3,USD,4.4271778
RFX,MM90599,21/4/2025,InstantCash,,407.65,RFX30E4DLBDFV14,USD,4.4166072
RFX,MM90609,13/4/2025,InstantCash,,988.47,RFX30E5377BZ36S,USD,4.4600223
RFX,MM90637,7/4/2025,InstantCash,,417.21,RFX30E6R6Y6QPUI,USD,4.4340335
RFX,MM90639,11/4/2025,InstantCash,,800.08,RFX30E6TLZCBWQH,USD,4.4600223
RFX,MM90659,11/4/2025,InstantCash,,580.25,RFX30E8840OG1GQ,USD,4.4600223
RFX,MM90665,5/4/2025,InstantCash,,179.92,RFX30E8ZNFJWUUZ,USD,4.4317859
RFX,MM90671,8/4/2025,InstantCash,,559.02,RFX30E91P0KCJGU,USD,4.4510958
RFX,MM90673,23/4/2025,InstantCash,,337.88,RFX30E94SJVD1BI,USD,4.4091429
RFX,MM90679,13/4/2025,InstantCash,,444.48,RFX30E965LQPAWH,USD,4.4600223
RFX,MM90693,6/4/2025,InstantCash,,179.6,RFX30E9SK7B63AL,USD,4.4324334
RFX,MM90699,7/4/2025,InstantCash,,649,RFX30EA6BNNBPYC,USD,4.4340335
RFX,MM90701,10/4/2025,InstantCash,,716.69,RFX30EA8PBU6AWO,USD,4.4671047
RFX,MM90707,6/4/2025,InstantCash,,672.48,RFX30EAG9JWN8I9,USD,4.4324334
RFX,MM90711,5/4/2025,InstantCash,,285.64,RFX30EAX3CN7AGR,USD,4.4317859
RFX,MM90731,5/4/2025,InstantCash,,123.7,RFX30EC5US0SHBD,USD,4.4317859
RFX,MM90755,13/4/2025,InstantCash,,267.03,RFX30ECZHHSQYCJ,USD,4.4600223
RFX,MM90757,9/4/2025,InstantCash,,393.89,RFX30ECZQNPR5WJ,USD,4.4707229
RFX,MM90759,5/4/2025,InstantCash,,337.36,RFX30ED0ZXCBXM1,USD,4.4317859
RFX,MM90763,8/4/2025,InstantCash,,332.04,RFX30ED1SI07VLD,USD,4.4510958
RFX,MM90767,2/4/2025,InstantCash,,582.75,RFX30ED6KKOK654,USD,4.4310425
RFX,MM90775,14/4/2025,InstantCash,,425.14,RFX30EDJ8SM9KFM,USD,4.4471928
RFX,MM90793,18/4/2025,InstantCash,,363.36,RFX30EDYUKC604Q,USD,4.4271778
RFX,MM90795,20/4/2025,InstantCash,,402.97,RFX30EE9EBGVU8K,USD,4.4271778
RFX,MM90805,30/4/2025,InstantCash,,813.01,RFX30EEP1LWKTZG,USD,4.3429503
RFX,MM90811,25/4/2025,InstantCash,,673.17,RFX30EETUB9Y42Z,USD,4.3893019
RFX,MM90813,9/4/2025,InstantCash,,196.25,RFX30EEVHAL2DNZ,USD,4.4707229
RFX,MM90843,14/4/2025,InstantCash,,221.75,RFX30EG075IZDZG,USD,4.4471928
RFX,MM90847,3/4/2025,InstantCash,,245.16,RFX30EGSXN151C1,USD,4.4332058
RFX,MM90859,18/4/2025,InstantCash,,901.49,RFX30EI6V3BXOZU,USD,4.4271778
RFX,MM90899,9/4/2025,InstantCash,,775.97,RFX30EKVJ32TKK1,USD,4.4707229
RFX,MM90903,8/4/2025,InstantCash,,143.84,RFX30EL147P7ZBJ,USD,4.4510958
RFX,MM90907,16/4/2025,InstantCash,,110.27,RFX30ELAPAYXYCT,USD,4.4289896
RFX,MM90911,20/4/2025,InstantCash,,1033.34,RFX30ELCE5EEDID,USD,4.4271778
RFX,MM90915,8/4/2025,InstantCash,,213.44,RFX30ELK4W9ZAKB,USD,4.4510958
RFX,MM90933,28/4/2025,InstantCash,,408.12,RFX30EMRDYLYRZ9,USD,4.3801959
RFX,MM90935,5/4/2025,InstantCash,,548.78,RFX30EMT9SPXP18,USD,4.4317859
RFX,MM90937,8/4/2025,InstantCash,,244.37,RFX30EMYF6F1WLL,USD,4.4510958
RFX,MM90953,25/4/2025,InstantCash,,190.11,RFX30ENCUSUJVLR,USD,4.3893019
RFX,MM90965,6/4/2025,InstantCash,,1117.35,RFX30EO6TZT9SOR,USD,4.4324334
RFX,MM90973,22/4/2025,InstantCash,,408.73,RFX30EOJUX4HNMP,USD,4.4134697
RFX,MM90995,11/4/2025,InstantCash,,400.97,RFX30EPORMCH6AU,USD,4.4600223
RFX,MM91003,12/4/2025,InstantCash,,652.86,RFX30EPXZT621L2,USD,4.4600223
RFX,MM91019,5/4/2025,InstantCash,,402.59,RFX30EQEV3Q9RY3,USD,4.4317859
RFX,MM91023,12/4/2025,InstantCash,,466.16,RFX30EQF678BYBI,USD,4.4600223
RFX,MM91043,11/4/2025,InstantCash,,223.17,RFX30ERG45VYFC3,USD,4.4600223
RFX,MM91045,2/4/2025,InstantCash,,447.75,RFX30ERVE994KEN,USD,4.4310425
RFX,MM91049,8/4/2025,InstantCash,,224.67,RFX30ES4NJJ1Q6C,USD,4.4510958
RFX,MM91061,8/4/2025,InstantCash,,443.34,RFX30ETCP0W46CY,USD,4.4510958
RFX,MM91067,17/4/2025,InstantCash,,337.81,RFX30ETPIF0QY2M,USD,4.4240063
RFX,MM91073,17/4/2025,InstantCash,,406.88,RFX30EUN0F7XQW2,USD,4.4240063
RFX,MM91093,13/4/2025,InstantCash,,894.32,RFX30EW1HNXOVO2,USD,4.4600223
RFX,MM91121,18/4/2025,InstantCash,,291.04,RFX30EX56LKMGU3,USD,4.4271778
RFX,MM91141,3/4/2025,InstantCash,,1346.14,RFX30EY2TX42QSC,USD,4.4332058
RFX,MM91171,6/4/2025,InstantCash,,337.36,RFX30EZBPQ55V30,USD,4.4324334
RFX,MM91187,6/4/2025,InstantCash,,245.15,RFX30F05QBXLWAZ,USD,4.4324334
RFX,MM91189,8/4/2025,InstantCash,,1115.03,RFX30F0GEWYR9HF,USD,4.4510958
RFX,MM91195,28/4/2025,InstantCash,,1473.79,RFX30F0SJAY2XW2,USD,4.3801959
RFX,MM91225,21/4/2025,InstantCash,,245.54,RFX30F2MCPLIU5A,USD,4.4166072
RFX,MM91229,5/4/2025,InstantCash,,222.66,RFX30F2RMG05C1C,USD,4.4317859
RFX,MM91233,12/4/2025,InstantCash,,444.48,RFX30F320084WO1,USD,4.4600223
RFX,MM91271,5/4/2025,InstantCash,,434.07,RFX30F58HV87K55,USD,4.4317859
RFX,MM91275,30/4/2025,InstantCash,,411.22,RFX30F59HSJAOAK,USD,4.3429503
RFX,MM91283,17/4/2025,InstantCash,,402.97,RFX30F5MHN10KS0,USD,4.4240063
RFX,MM91285,6/4/2025,InstantCash,,89.96,RFX30F5YJKE5HN1,USD,4.4324334
RFX,MM91291,5/4/2025,InstantCash,,155.19,RFX30F62OBJ9YLO,USD,4.4317859
RFX,MM91293,5/4/2025,InstantCash,,447.57,RFX30F63JCNS8JU,USD,4.4317859
RFX,MM91297,7/4/2025,InstantCash,,404.23,RFX30F6FVC2RFIT,USD,4.4340335
RFX,MM91307,6/4/2025,InstantCash,,177.68,RFX30F6THFQYYCP,USD,4.4324334
RFX,MM91315,12/4/2025,InstantCash,,489.64,RFX30F7L8K9YYXX,USD,4.4600223
RFX,MM91317,20/4/2025,InstantCash,,814.73,RFX30F7YI5R2CD1,USD,4.4271778
RFX,MM91325,8/4/2025,InstantCash,,443.02,RFX30F8DC8K9ZE5,USD,4.4510958
RFX,MM91327,2/4/2025,InstantCash,,303.75,RFX30F8HB02OEPQ,USD,4.4310425
RFX,MM91331,10/4/2025,InstantCash,,488.51,RFX30F8RA4PSR2N,USD,4.4671047
RFX,MM91351,10/4/2025,InstantCash,,376.62,RFX30FA73MVJ9CW,USD,4.4671047
RFX,MM91359,30/4/2025,InstantCash,,112.69,RFX30FAKED3CJ2M,USD,4.3429503
RFX,MM91361,8/4/2025,InstantCash,,434.86,RFX30FAKHHQI4SR,USD,4.4510958
RFX,MM91365,5/4/2025,InstantCash,,415.33,RFX30FARY38Z0W7,USD,4.4317859
RFX,MM91367,4/4/2025,InstantCash,,446.46,RFX30FASIJCGZUQ,USD,4.4317859
RFX,MM91371,5/4/2025,InstantCash,,371.1,RFX30FAU9X9Z65G,USD,4.4317859
RFX,MM91381,12/4/2025,InstantCash,,131.91,RFX30FBMQFSJGNG,USD,4.4600223
RFX,MM91387,11/4/2025,InstantCash,,432.51,RFX30FBYWCEUYKZ,USD,4.4600223
RFX,MM91389,28/4/2025,InstantCash,,170.05,RFX30FC1B6JDHGM,USD,4.3801959
RFX,MM91399,6/4/2025,InstantCash,,362.1,RFX30FCDCKHU3JK,USD,4.4324334
RFX,MM91401,6/4/2025,InstantCash,,795.73,RFX30FCH6LK2AZS,USD,4.4324334
RFX,MM91405,28/4/2025,InstantCash,,814.79,RFX30FCUH6G8JTG,USD,4.3801959
RFX,MM91421,6/4/2025,InstantCash,,155.19,RFX30FDFHCXB154,USD,4.4324334
RFX,MM91427,8/4/2025,InstantCash,,821.78,RFX30FDQPHWW0MV,USD,4.4510958
RFX,MM91459,25/4/2025,InstantCash,,291.97,RFX30FEK0XXS1SA,USD,4.3893019
RFX,MM91465,3/4/2025,InstantCash,,405,RFX30FEWTJC3DZJ,USD,4.4332058
RFX,MM91467,6/4/2025,InstantCash,,359.85,RFX30FF0ZZBW507,USD,4.4324334
RFX,MM91475,25/4/2025,InstantCash,,834.03,RFX30FF86IJNR55,USD,4.3893019
RFX,MM91479,6/4/2025,InstantCash,,820.92,RFX30FFA9VZ72KH,USD,4.4324334
RFX,MM91493,20/4/2025,InstantCash,,807.96,RFX30FGFY10Z42E,USD,4.4271778
RFX,MM91499,18/4/2025,InstantCash,,223.36,RFX30FGU6GQ6VES,USD,4.4271778
RFX,MM91507,28/4/2025,InstantCash,,339.04,RFX30FHDGS4ERAP,USD,4.3801959
RFX,MM91509,11/4/2025,InstantCash,,487.85,RFX30FHI4NFIJJM,USD,4.4600223
RFX,MM91523,6/4/2025,InstantCash,,416.08,RFX30FIKBUISCNA,USD,4.4324334
RFX,MM91527,10/4/2025,InstantCash,,285.26,RFX30FIKWY2MUH6,USD,4.4671047
RFX,MM91529,3/4/2025,InstantCash,,748.16,RFX30FIPPO4432H,USD,4.4332058
RFX,MM91533,28/4/2025,InstantCash,,362.77,RFX30FIUC9UXJED,USD,4.3801959
RFX,MM91543,2/4/2025,InstantCash,,326.25,RFX30FJ3I9P0O0N,USD,4.4310425
RFX,MM91557,4/4/2025,InstantCash,,650.61,RFX30FJRMVSZ8Q9,USD,4.4317859
RFX,MM91559,3/4/2025,InstantCash,,515.06,RFX30FJTA7MKBRB,USD,4.4332058
RFX,MM91565,6/4/2025,InstantCash,,276.22,RFX30FKSGCGV0HF,USD,4.4324334
RFX,MM91567,12/4/2025,InstantCash,,817.19,RFX30FKULCUA9S7,USD,4.4600223
RFX,MM91573,6/4/2025,InstantCash,,157.43,RFX30FLB7CUDKOB,USD,4.4324334
RFX,MM91577,8/4/2025,InstantCash,,284.55,RFX30FLGJNW4FXB,USD,4.4510958
RFX,MM91581,28/4/2025,InstantCash,,476.14,RFX30FLKHBR00PT,USD,4.3801959
RFX,MM91585,2/4/2025,InstantCash,,450,RFX30FM7QIFI8IZ,USD,4.4310425
RFX,MM91589,6/4/2025,InstantCash,,1121.85,RFX30FM8L76BW6U,USD,4.4324334
RFX,MM91597,7/4/2025,InstantCash,,2465.83,RFX30FMJZNX4SLX,USD,4.4340335
RFX,MM91599,5/4/2025,InstantCash,,243.8,RFX30FMNS2FWLIB,USD,4.4317859
RFX,MM91601,6/4/2025,InstantCash,,537.54,RFX30FMQLTZG1A6,USD,4.4324334
RFX,MM91603,30/4/2025,InstantCash,,908.41,RFX30FMVS476XH1,USD,4.3429503
RFX,MM91623,11/4/2025,InstantCash,,446.34,RFX30FO8SY3B234,USD,4.4600223
RFX,MM91637,30/4/2025,InstantCash,,2053.1,RFX30FP11FR9GG8,USD,4.3429503
RFX,MM91647,30/4/2025,InstantCash,,457.22,RFX30FPI0I193CA,USD,4.3429503
RFX,MM91653,6/4/2025,InstantCash,,402.59,RFX30FPN29SHUPS,USD,4.4324334
RFX,MM91663,8/4/2025,InstantCash,,348.82,RFX30FQ149KSIOF,USD,4.4510958
RFX,MM91667,19/4/2025,InstantCash,,1482.96,RFX30FQECDDJHBS,USD,4.4271778
RFX,MM91671,6/4/2025,InstantCash,,335.12,RFX30FQIW9UMG0F,USD,4.4324334
RFX,MM91675,12/4/2025,InstantCash,,337.16,RFX30FQJLIKS3BO,USD,4.4600223
RFX,MM91685,22/4/2025,InstantCash,,1690.99,RFX30FQYKWJLCPD,USD,4.4134697
RFX,MM91687,5/4/2025,InstantCash,,449.82,RFX30FR3USVQIPZ,USD,4.4317859
RFX,MM91703,18/4/2025,InstantCash,,670.21,RFX30FRA2UUE7ZB,USD,4.4271778
RFX,MM91715,8/4/2025,InstantCash,,356.37,RFX30FRQ1ZT7IDE,USD,4.4510958
RFX,MM91725,13/4/2025,InstantCash,,222.15,RFX30FS6JJZOO2D,USD,4.4600223
RFX,MM91753,9/4/2025,InstantCash,,219.49,RFX30FTYXQPL293,USD,4.4707229
RFX,MM91757,10/4/2025,InstantCash,,330.1,RFX30FU6Z8NHV4C,USD,4.4671047
RFX,MM91759,2/4/2025,InstantCash,,337.5,RFX30FU9D0UHAWJ,USD,4.4310425
RFX,MM91773,7/4/2025,InstantCash,,233.39,RFX30FUQ50WUHB2,USD,4.4340335
RFX,MM91775,5/4/2025,InstantCash,,449.82,RFX30FUTLP06E0Y,USD,4.4317859
RFX,MM91777,11/4/2025,InstantCash,,1023.25,RFX30FUVB44YQ1K,USD,4.4600223
RFX,MM91805,8/4/2025,InstantCash,,269.6,RFX30FW0GZAA3V1,USD,4.4510958
RFX,MM91813,17/4/2025,InstantCash,,1035.22,RFX30FW9TDHGJGD,USD,4.4240063
RFX,MM91815,8/4/2025,InstantCash,,713.62,RFX30FWFE9PYXTX,USD,4.4510958
RFX,MM91827,15/4/2025,InstantCash,,314.6,RFX30FWPDT6EESR,USD,4.4438887
RFX,MM91837,12/4/2025,InstantCash,,285.74,RFX30FX6EDFVJOW,USD,4.4600223
RFX,MM91845,6/4/2025,InstantCash,,717.01,RFX30FXHCV31SN3,USD,4.4324334
RFX,MM91861,12/4/2025,InstantCash,,333.13,RFX30FXRX4494T2,USD,4.4600223
RFX,MM91865,8/4/2025,InstantCash,,223.81,RFX30FXSD9I8C5M,USD,4.4510958
RFX,MM91875,4/4/2025,InstantCash,,325.53,RFX30FYKRNYKQV6,USD,4.4317859
RFX,MM91883,9/4/2025,InstantCash,,421.04,RFX30FZD2YN1A9I,USD,4.4707229
RFX,MM91901,5/4/2025,InstantCash,,247.4,RFX30G0E5AXP4JI,USD,4.4317859
RFX,MM91909,10/4/2025,InstantCash,,686.78,RFX30G0NCPDWRT4,USD,4.4671047
RFX,MM91913,12/4/2025,InstantCash,,343.87,RFX30G0R5HXGIB1,USD,4.4600223
RFX,MM91915,11/4/2025,InstantCash,,178.53,RFX30G1259GXUIN,USD,4.4600223
RFX,MM91919,4/4/2025,InstantCash,,487.4,RFX30G16PE8QJ4N,USD,4.4317859
RFX,MM91933,5/4/2025,InstantCash,,561.26,RFX30G2F17LD5BW,USD,4.4317859
RFX,MM91987,9/4/2025,InstantCash,,287.68,RFX30G505GQEEHX,USD,4.4707229
RFX,MM91991,8/4/2025,InstantCash,,409.89,RFX30G5DI5BE3S6,USD,4.4510958
RFX,MM91993,18/4/2025,InstantCash,,1015.28,RFX30G5FBFE37NY,USD,4.4271778
RFX,MM92007,8/4/2025,InstantCash,,290.37,RFX30G5YOMNEWKQ,USD,4.4510958
RFX,MM92011,15/4/2025,InstantCash,,112.4,RFX30G65H8CVYDV,USD,4.4438887
RFX,MM92013,8/4/2025,InstantCash,,280.84,RFX30G6IH0MN6YT,USD,4.4510958
RFX,MM92015,16/4/2025,InstantCash,,1125.24,RFX30G6K8EXSZ81,USD,4.4289896
RFX,MM92017,30/4/2025,InstantCash,,367.98,RFX30G6PQ81TC5W,USD,4.3429503
RFX,MM92019,8/4/2025,InstantCash,,226.8,RFX30G6YAEPSZ5E,USD,4.4510958
RFX,MM92033,2/4/2025,InstantCash,,814.05,RFX30G7F8NB26ER,USD,4.4310425
RFX,MM92039,8/4/2025,InstantCash,,334.51,RFX30G7OL4F16TD,USD,4.4510958
RFX,MM92047,8/4/2025,InstantCash,,268.58,RFX30G8J7AP8ZJU,USD,4.4510958
RFX,MM92051,23/4/2025,InstantCash,,414.02,RFX30G8O7UDAMAN,USD,4.4091429
RFX,MM92059,4/4/2025,InstantCash,,807.01,RFX30G8ZOQKPBEN,USD,4.4317859
RFX,MM92063,14/4/2025,InstantCash,,422.74,RFX30G90TWHDCFP,USD,4.4471928
RFX,MM92075,27/4/2025,InstantCash,,1690.94,RFX30G9B0HRUAT4,USD,4.3893019
RFX,MM92079,25/4/2025,InstantCash,,1765.37,RFX30G9MA37V85L,USD,4.3893019
RFX,MM92081,16/4/2025,InstantCash,,447.39,RFX30G9VVIXWZ0R,USD,4.4289896
RFX,MM92101,15/4/2025,InstantCash,,559.63,RFX30GAO8YVX8HM,USD,4.4438887
RFX,MM92103,21/4/2025,InstantCash,,157.13,RFX30GAQ4BMLUBD,USD,4.4166072
RFX,MM92107,2/4/2025,InstantCash,,292.5,RFX30GAR2RWBQ2Z,USD,4.4310425
RFX,MM92113,6/4/2025,InstantCash,,244.03,RFX30GAYJ0J6HJR,USD,4.4324334
RFX,MM92119,7/4/2025,InstantCash,,544.77,RFX30GB2SV18V3G,USD,4.4340335
RFX,MM92123,13/4/2025,InstantCash,,201.95,RFX30GB9SPTC66D,USD,4.4600223
RFX,MM92127,29/4/2025,InstantCash,,250.3,RFX30GBIGDALX6W,USD,4.3677542
RFX,MM92145,13/4/2025,InstantCash,,356.34,RFX30GCGXP7AG89,USD,4.4600223
RFX,MM92149,5/4/2025,InstantCash,,380.1,RFX30GCM7MBL8KS,USD,4.4317859
RFX,MM92155,6/4/2025,InstantCash,,380.1,RFX30GCRQE67M27,USD,4.4324334
